89384 4
622782494 902919190 108050441
363316654 606600118 993077305
480032909 176924348 66148152
339326424 122801456 871418853
553746102 543326573 865945942
73255163 311647340 152262093
852087127 576184455 255349947
433573770 175627017 92819520
886872711 804817185 745520790
836208502 123801656 598527250
591644043 84368448 345705291
50760513 929962104 968487784
80201212 848626608 184320789
55519020 572561812 664353697
598845592 438507753 856196472
910492931 443286197 262458925
339193737 698636144 335714088
514820753 791455663 40317566
172154290 389492804 473891335
148472297 840536405 213280397
85357097 186241695 49488898
15319200 7245830 493649293
716462159 191566618 396926157
141540323 708436666 477127368
580048075 564633138 532646387
23334272 827092062 131491978
574486767 15322501 41984909
218458781 55640067 233694997
460467936 529531401 748515750
301004341 742811798 920670039
339762387 644817047 69142335
347008217 990982691 154499431
391091186 387908847 22334983
99527852 865036215 591313493
516677341 250198953 732853815
196285754 381690931 165418242
211608255 276192191 41268865
119764673 509887187 615755631
649296073 110919288 686730763
244624222 31589326 147198698
741957621 100731661 300719390
732940311 107747443 640481777
973365510 130082425 987489993
690918076 573912270 231097530
941117028 306766084 330625381
175324310 472184325 847302721
451516500 513453189 43588475
813920039 981725171 107713081
924839326 668455933 227477753
956428652 668170983 729290177
909676664 968890372 973914399
869940458 609372148 568388371
852539235 449378492 153845033
426451504 680476022 127210542
585733939 863617754 818128617
57918264 563436827 611761997
423887804 459541653 787086306
258129327 567254733 91119158
926585259 647248837 905039196
447272593 376539013 829878521
416162965 202969763 638823524
878051464 771358133 401016539
179946308 925203166 123473349
860422329 904930059 976012583
576556434 575575028 254980438
139993260 187337024 840714376
599534912 974423329 751148991
19305996 65542486 27553147
666554832 823098033 285682473
895610197 505492906 64784083
98579959 144316429 512056676
722454444 397849320 928219640
500173961 521322668 658787455
257620371 349851602 838733762
833195398 604832039 551672442
20532421 445546414 128228876
847472102 49211757 120738487
765530939 76764903 720273399
441145324 362447375 592095746
946638229 427231457 111166930
943471009 939288132 6777126
193836680 720024123 957873436
715159347 378811578 532844231
65010948 70061691 33018191
522359338 621734133 143154914
967905752 749963008 976350311
17117508 870701494 849399084
93882410 443491244 549387537
308846136 35586990 167434827
736077592 146753919 608580150
675365724 6047396 555218378
247906198 963920831 351205739
626717775 349281414 545042418
696779466 234815956 112718117
171029950 377970869 30245416
920992957 354321180 552604754
644210802 56236615 373026857
940218398 605624151 242660716
828321739 773058977 189059477
827592009 381639127 497905612
833639404 789373856 233983203
650076586 140579594 761865278
999357999 685622012 9771476
86690307 798340128 489005602
464661175 828585543 38301419
818982354 233706648 209331368
875218968 606733504 130324324
333359470 849394219 627051478
106418447 38453695 419786227
340573925 536359306 248107965
129947780 622858861 75699973
123043726 384724138 761855728
808665737 247011965 264448665
459522216 736017567 116323016
140624110 774318985 203013322
374330758 983650353 667674496
981064261 966491028 339173202
682974832 446058857 66908521
721428526 865845083 400267991
110304184 113953047 359202789
733163044 42169371 699776713
970403533 656541450 829724492
217415498 773506467 952768217
953433064 889829482 613950305
580268400 945359155 925988872
563918752 465550002 66612982
382926132 804723203 293460091
828984988 724148076 127040703
694830071 124416066 810015534
661299469 336135206 383960412
555985192 35911918 346780947
65042993 718152761 79943990
838549459 523437330 902863874
580895292 137387634 120279371
378770798 915892858 926228786
844320800 835022191 359013538
501560354 128482281 922932289
225708429 108039335 158374772
202640846 770571221 987359760
538776051 7047984 534706182
427204320 353828930 48522002
145357081 286289271 604507193
668794410 189153144 522066538
658698395 161948867 213132348
427107604 940694004 794027640
262129794 299707541 25314789
243128426 75156182 869635588
203684113 233530953 371195942
974255333 73407064 449420722
981303316 608113245 652061568
335132245 656635247 43353970
621421515 113658791 470558290
663091010 635725328 468431722
825039876 848857676 137226131
618250232 495401667 648440877
917957772 520716455 75548481
845630305 390352043 190194626
79161258 614064336 285839404
5084673 63485057 489523516
613197918 568062976 463778848
269833164 611416946 297598515
383491954 934491587 632730759
19217282 402923308 106668625
720591309 392665790 769759634
215992975 893623018 447315862
736709429 821687850 65566093
979577823 11882476 836040216
593642158 150238231 534186873
509643567 639761746 465864482
77706542 103540593 470949154
541639839 253655459 84147071
476131425 886386217 206496586
731571084 845571193 589988540
124236873 467847178 461722173
870376243 915163039 34829833
692064092 833245483 250822807
556462919 521802051 840048587
706701149 55988923 819626410
198979246 374369756 265784919
155036190 845318909 775428485
408691648 929465980 705651379
147594216 135962565 247291217
993165408 578467456 575938994
461012586 892705980 307510077
228691976 927535812 284263302
914453811 30874970 7155896
288772213 870923557 699219987
197277487 543066318 108199258
571647242 808851236 667416758
416966150 436796073 866396004
198948481 142447451 21432193
187427398 242255019 430123841
618411205 818194012 577718056
511117185 978220441 423399816
291169348 115000094 884412401
322044318 122155989 965620728
192967874 821375975 880074538
736034191 782091584 21363102
397401778 449508342 218640588
686714202 168420697 790287829
681678004 189852889 59770331
923933023 472493081 258718811
594643386 50211137 298662560
425380178 326127304 917073765
540380271 63056056 280707301
662536259 28676783 571876648
336428586 761267673 893920965
118520169 782630774 86888838
420544862 1271362 675439380
588965558 791559190 925357510
778818447 851329520 612071711
103827879 962564683 146266067
6555367 261227242 70199089
332682670 30817358 517358826
395738725 311524658 942739004
424415508 883401306 335635626
38199532 777322270 998171885
820830305 716727460 334600470
822101666 244683191 305636990
466177208 22557052 726181852
170023079 634628763 315147409
132587761 780894829 946482207
246331355 703610269 50310086
277148712 73485446 56865452
588673370 868740801 389548122
324591027 204376427 785286846
101913296 55064663 62218705
671157107 389665132 100418236
768356650 695302121 921248541
790913701 274000324 595866558
278058815 589147733 914560117
58953643 388146291 84583196
615080263 438456376 69687308
541082061 347838180 168535014
409822861 737386301 298200078
466715639 375189498 886873447
521780301 289924555 63980825
911445432 390342790 18410472
459263905 164107682 689567579
733264228 612490592 310440580
174928312 527050708 101354280
563074603 464150255 379413095
854047330 386353915 290883089
201885509 407405280 758479704
791788161 705605357 299561764
19494011 444995155 561900976
309418565 508975979 28616615
699761354 527386451 550396915
716385388 69470381 314358699
328875979 379910960 626138955
708443038 481265239 211919534
25109645 713194685 386847846
411463559 4077774 802438800
818868838 615073829 656486129
376990547 914635592 710887990
821985701 329052919 502676150
330961680 357669533 522170160
858348130 760582800 831588724
927818510 74941498 383866430
160245821 553596804 100251817
641511059 765516337 281644147
207222096 4880534 990087184
63816221 807319333 15196828
678890049 316321814 279176738
446041992 27209803 950561928
775094910 382402304 327552474
132764443 904572464 2054526
745863594 588677539 333016205
673321443 825060320 43880686
226918246 777828488 824215547
992434582 59472634 984461367
997315116 902076170 478488778
657150800 769789349 685710873
973472613 901482439 749527093
682415 852044366 428417141
235601071 32113191 874459132
140173534 34167716 502070393
581367424 219700273 487351187
258944096 263580958 233214780
36772583 87796505 906536222
948761569 924774223 985970819
703354090 403263000 830921753
325659790 88973872 680753220
227142228 691017316 337904019
931702945 119434456 163892984
963816135 846409939 17091750
850500203 200996684 252692820
70200475 688347870 245382705
186297784 921562650 826750129
126610640 680615223 85694224
51384863 519102394 974983158
307164214 350024146 923744726
248654438 30777365 479615167
939671753 221197735 805274957
911622561 385090718 32417184
610548851 402182468 816636481
811545534 654875287 632968967
499893404 900257992 483469169
273972405 579524472 406185995
807103979 517735047 592483779
326206372 345234556 719094418
528746869 121495634 770479280
412040585 601110800 77643494
633238320 406385756 178814283
870845389 291319292 118486035
125544208 107955772 30108595
780419495 593441090 493173798
533193838 76910259 304719331
965234661 335612605 657129086
335486059 928096383 931101490
680720614 647190801 590721821
802216247 270186432 916928192
403327047 200346277 298191413
662229154 379160559 710231997
953548445 350162946 195986668
914020568 232787892 66832057
359978010 725961689 192376264
289404620 30681020 825312110
625017224 540326457 211022299
553113607 323944299 176256959
52820759 914666119 511743017
175523542 684110662 44979983
375869819 982302074 847196229
607546729 692534071 103039627
957709674 888520738 765268781
190497566 807869146 571333577
916459254 245410 337870497
799656625 678073871 697848506
192499434 889096170 987253125
516443732 65353128 612270348
431109850 429612497 17900306
115220511 474592479 70721064
950038937 174305059 98760958
495089359 277344686 474630776
236126448 42613466 82177504
43995594 613947042 892403530
896757355 951817538 82901095
574831225 502182395 851876700
316443746 489435519 504049677
234313226 954222219 696549110
663925722 972122524 65509193
991034552 895359940 496619042
165339610 994120897 464355904
442684295 321268024 266911192
337814112 255961879 762000550
951761154 881760 998126998
756095043 83782854 42122591
110793790 788175906 791396297
600229308 144741934 218743873
406967878 693807395 535187619
231606754 759316587 769500844
126966693 108451980 285942917
973603941 572807883 276977468
147388316 839719075 294833429
255866546 454235976 737517724
256748306 452362973 75331835
193047511 347001915 879609340
